step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
87,1.0964280764e+00,1.2836208620e-03,3.9979850388e-02,5.0851004945e-04,1.7636485895e-01,4.0632393887e-04,1.0978909731e+00,1.0966274738e+00,1.0947657824e+00,1.7650134861e-01,1.7581321299e-01,1.7678001523e-01
88,1.0894107421e+00,1.2726864235e-03,3.7191356910e-02,5.0741939673e-04,1.7764899631e-01,4.0384912241e-04,1.0908725262e+00,1.0895892382e+00,1.0877704620e+00,1.7778670788e-01,1.7710012197e-01,1.7806015909e-01
89,1.0824537675e+00,1.2616674501e-03,3.4409061282e-02,5.0625220030e-04,1.7892681062e-01,4.0103501368e-04,1.0839145184e+00,1.0826107264e+00,1.0808360577e+00,1.7906589806e-01,1.7838110030e-01,1.7933343351e-01
90,1.0755581061e+00,1.2521708151e-03,3.1633583391e-02,5.0565615686e-04,1.8019913137e-01,3.9819777493e-04,1.0770189762e+00,1.0756944418e+00,1.0739609003e+00,1.8033932149e-01,1.7965669930e-01,1.8060137331e-01
91,1.0687222481e+00,1.2426321030e-03,2.8864556790e-02,5.0500737165e-04,1.8146654963e-01,3.9562428083e-04,1.0701824427e+00,1.0688389540e+00,1.0671453476e+00,1.8160921335e-01,1.8092669547e-01,1.8186374009e-01
92,1.0619466305e+00,1.2327260271e-03,2.6102398622e-02,5.0417242775e-04,1.8272848924e-01,3.9327414530e-04,1.0634038448e+00,1.0620467663e+00,1.0603892803e+00,1.8287360668e-01,1.8219095469e-01,1.8312090635e-01
93,1.0552299817e+00,1.2237703401e-03,2.3346830037e-02,5.0369052966e-04,1.8398536245e-01,3.9091067569e-04,1.0566841364e+00,1.0553156137e+00,1.0536901951e+00,1.8413318694e-01,1.8345011771e-01,1.8437278271e-01
94,1.0485728979e+00,1.2148635367e-03,2.0598336967e-02,5.0319374319e-04,1.8523611625e-01,3.8992731487e-04,1.0500245094e+00,1.0486429930e+00,1.0470511913e+00,1.8538787961e-01,1.8470111489e-01,1.8561935425e-01
95,1.0419753790e+00,1.2056835206e-03,1.7857166312e-02,5.0254757126e-04,1.8648094436e-01,3.8857191047e-04,1.0434246063e+00,1.0420287848e+00,1.0404727459e+00,1.8663588166e-01,1.8594688177e-01,1.8686006963e-01
96,1.0354366700e+00,1.1964238740e-03,1.5123251525e-02,5.0183137327e-04,1.8771995604e-01,3.8663747274e-04,1.0368831158e+00,1.0354737043e+00,1.0339531898e+00,1.8787844479e-01,1.8718750775e-01,1.8809391558e-01
97,1.0289557775e+00,1.1878501825e-03,1.2396420635e-02,5.0136906068e-04,1.8895356357e-01,3.8460867847e-04,1.0303978920e+00,1.0289808512e+00,1.0274885893e+00,1.8911643326e-01,1.8842269480e-01,1.8932156265e-01
98,1.0225327015e+00,1.1796051287e-03,9.6769170310e-03,5.0101368404e-04,1.9018235306e-01,3.8425558704e-04,1.0239686966e+00,1.0225499868e+00,1.0210794210e+00,1.9034901261e-01,1.8965108693e-01,1.9054695964e-01
99,1.0161659320e+00,1.1722068300e-03,6.9643417011e-03,5.0098742618e-04,1.9140474002e-01,3.8316940841e-04,1.0175975561e+00,1.0161739588e+00,1.0147262812e+00,1.9157496095e-01,1.9087409973e-01,1.9176515937e-01
100,1.0098555485e+00,1.1646024271e-03,4.2589672066e-03,5.0084374101e-04,1.9262258708e-01,3.8152608216e-04,1.0112831593e+00,1.0098530054e+00,1.0084304810e+00,1.9279505312e-01,1.9209359586e-01,1.9297911227e-01
101,1.0036021471e+00,1.1574821329e-03,1.5612929332e-03,5.0087944654e-04,1.9383402169e-01,3.8019560557e-04,1.0050261021e+00,1.0035893917e+00,1.0021909475e+00,1.9400840998e-01,1.9330635667e-01,1.9418729842e-01
102,9.9740636349e-01,1.1514073017e-03,-1.1281546689e-03,5.0134276029e-04,1.9504067798e-01,3.7888668587e-04,9.9882674217e-01,9.9738574028e-01,9.9600660801e-01,1.9521738589e-01,1.9451424479e-01,1.9539040327e-01
103,9.9126563470e-01,1.1457032827e-03,-3.8102398018e-03,5.0194713532e-04,1.9624188046e-01,3.7730367500e-04,9.9268198013e-01,9.9123895168e-01,9.8987597227e-01,1.9642153382e-01,1.9571693242e-01,1.9658717513e-01
104,9.8518011967e-01,1.1398763523e-03,-6.4846512252e-03,5.0247652713e-04,1.9743862251e-01,3.7579465384e-04,9.8659247160e-01,9.8514693975e-01,9.8380094767e-01,1.9762130082e-01,1.9691507518e-01,1.9777949154e-01
105,9.7914866606e-01,1.1338447943e-03,-9.1516545772e-03,5.0289408005e-04,1.9863029321e-01,3.7332276311e-04,9.8055660725e-01,9.7910928726e-01,9.7778010368e-01,1.9881515205e-01,1.9810958207e-01,1.9896614552e-01
106,9.7317341963e-01,1.1277641495e-03,-1.1810053103e-02,5.0326716971e-04,1.9981616735e-01,3.7201976000e-04,9.7457522154e-01,9.7313129902e-01,9.7181373835e-01,2.0000468194e-01,1.9929653406e-01,2.0014728606e-01
107,9.6725028753e-01,1.1200254776e-03,-1.4461423652e-02,5.0287345907e-04,2.0099550982e-01,3.7034630491e-04,9.6864372492e-01,9.6720582247e-01,9.6590131521e-01,2.0118729770e-01,2.0047754049e-01,2.0132169127e-01
108,9.6138157447e-01,1.1133040120e-03,-1.7104496861e-02,5.0290609403e-04,2.0217100283e-01,3.6917831932e-04,9.6276772022e-01,9.6133512259e-01,9.6004188061e-01,2.0236738026e-01,2.0165386796e-01,2.0249176025e-01
109,9.5556579034e-01,1.1060099444e-03,-1.9739697462e-02,5.0265045534e-04,2.0333931843e-01,3.6728142228e-04,9.5694464445e-01,9.5551586151e-01,9.5423686504e-01,2.0353814960e-01,2.0282433927e-01,2.0365546644e-01
110,9.4980301460e-01,1.0992481822e-03,-2.2366747177e-02,5.0260679305e-04,2.0450430115e-01,3.6565450273e-04,9.5117551088e-01,9.4974899292e-01,9.4848453999e-01,2.0470784605e-01,2.0399084687e-01,2.0481421053e-01
