step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
94,6.5982733170e-01,7.6063270645e-02,-1.8358774695e-01,5.1763963833e-02,4.0328278144e-01,2.1485841802e-02,6.8473863602e-01,5.5674606562e-01,7.3799729347e-01,3.8719764352e-01,4.3365052342e-01,3.8900017738e-01
95,6.5099132061e-01,7.5259908690e-02,-1.8945908523e-01,5.1898584963e-02,4.0471094847e-01,2.1445184659e-02,6.7519921064e-01,5.4912900925e-01,7.2864574194e-01,3.8868236542e-01,4.3502226472e-01,3.9042821527e-01
96,6.4634339015e-01,7.4872879006e-02,-1.9258237825e-01,5.1992779936e-02,4.0521351496e-01,2.1241957857e-02,6.7011296749e-01,5.4509878159e-01,7.2381842136e-01,3.8912379742e-01,4.3522816896e-01,3.9128857851e-01
97,6.3804250956e-01,7.3749264566e-02,-1.9817824333e-01,5.1822123968e-02,4.0686485171e-01,2.1097156607e-02,6.6035437584e-01,5.3865355253e-01,7.1511960030e-01,3.9086306095e-01,4.3667382002e-01,3.9305767417e-01
98,6.3324322303e-01,7.3977590533e-02,-2.0152138863e-01,5.2363516824e-02,4.0730898579e-01,2.0997092855e-02,6.5490835905e-01,5.3377097845e-01,7.1105033159e-01,3.9148879051e-01,4.3698161840e-01,3.9345654845e-01
99,6.2555797895e-01,7.2397320607e-02,-2.0676737182e-01,5.1880462534e-02,4.0895409385e-01,2.0895228725e-02,6.4726620913e-01,5.2805155516e-01,7.0135617256e-01,3.9261597395e-01,4.3844720721e-01,3.9579910040e-01
100,6.2167147795e-01,7.3525019332e-02,-2.0960420388e-01,5.2964665506e-02,4.0896603465e-01,2.0811141928e-02,6.4179015160e-01,5.2326440811e-01,6.9995987415e-01,3.9320760965e-01,4.3837219477e-01,3.9531829953e-01
101,6.1496496201e-01,7.2129865192e-02,-2.1426231241e-01,5.2522666267e-02,4.1064679623e-01,2.0527438290e-02,6.3495284319e-01,5.1834285259e-01,6.9159919024e-01,3.9449232817e-01,4.3961274624e-01,3.9783531427e-01
102,6.1053796609e-01,7.3019106908e-02,-2.1752399567e-01,5.3560035904e-02,4.1084401806e-01,2.0706756242e-02,6.3009905815e-01,5.1294678450e-01,6.8856805563e-01,3.9503750205e-01,4.4009605050e-01,3.9739850163e-01
103,6.0478429000e-01,7.2283711436e-02,-2.2163095617e-01,5.3512994237e-02,4.1243864099e-01,2.0482902086e-02,6.2395411730e-01,5.0824081898e-01,6.8215793371e-01,3.9631304145e-01,4.4134125113e-01,3.9966163039e-01
