step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,replica_1,replica_2,replica_3,replica_4,replica_5
450,3.3130938097e+02,3.4265733047e+02,1.3644108882e+00,1.6324707249e+00,4.3889828491e+02,2.3499974608e-01,9.2679400635e+02,2.3915119469e-01,2.9038046265e+02
451,3.3130938143e+02,3.4265733254e+02,1.3644007178e+00,1.6324831018e+00,4.3889825439e+02,2.3500965536e-01,9.2679400635e+02,2.3911307752e-01,2.9038052368e+02
452,3.3130932878e+02,3.4265738859e+02,1.3642938687e+00,1.6326131212e+00,4.3889825439e+02,2.3499755561e-01,9.2679400635e+02,2.3883138597e-01,2.9038055420e+02
453,3.3130931164e+02,3.4265739998e+02,1.3642741453e+00,1.6326370039e+00,4.3889825439e+02,2.3505938053e-01,9.2679400635e+02,2.3871438205e-01,2.9038052368e+02
454,3.3130933674e+02,3.4265737056e+02,1.3643301491e+00,1.6325690495e+00,4.3889825439e+02,2.3493744433e-01,9.2679400635e+02,2.3899234831e-01,2.9038049316e+02
455,3.3130940082e+02,3.4265730347e+02,1.3644587255e+00,1.6324123328e+00,4.3889825439e+02,2.3511108756e-01,9.2679400635e+02,2.3916964233e-01,2.9038046265e+02
456,3.3130933065e+02,3.4265736610e+02,1.3643413009e+00,1.6325554352e+00,4.3889825439e+02,2.3494577408e-01,9.2679400635e+02,2.3901461065e-01,2.9038043213e+02
457,3.3130927919e+02,3.4265740549e+02,1.3642706450e+00,1.6326411606e+00,4.3889825439e+02,2.3506984115e-01,9.2679400635e+02,2.3869426548e-01,2.9038037109e+02
458,3.3130926061e+02,3.4265741311e+02,1.3642583757e+00,1.6326562290e+00,4.3889825439e+02,2.3495624959e-01,9.2679400635e+02,2.3877598345e-01,2.9038031006e+02
459,3.3130934087e+02,3.4265733039e+02,1.3644161025e+00,1.6324641291e+00,4.3889825439e+02,2.3508098722e-01,9.2679400635e+02,2.3908306658e-01,2.9038027954e+02
460,3.3130933492e+02,3.4265730313e+02,1.3644272345e+00,1.6324506380e+00,4.3889825439e+02,2.3504354060e-01,9.2679394531e+02,2.3915182054e-01,2.9038027954e+02
461,3.3130927565e+02,3.4265736557e+02,1.3643082631e+00,1.6325954314e+00,4.3889825439e+02,2.3501470685e-01,9.2679394531e+02,2.3885375261e-01,2.9038031006e+02
462,3.3130923868e+02,3.4265740128e+02,1.3642412429e+00,1.6326769139e+00,4.3889825439e+02,2.3505213857e-01,9.2679394531e+02,2.3863151670e-01,2.9038031006e+02
463,3.3130927608e+02,3.4265735998e+02,1.3643201749e+00,1.6325809154e+00,4.3889825439e+02,2.3501929641e-01,9.2679394531e+02,2.3888187110e-01,2.9038027954e+02
464,3.3130935767e+02,3.4265728115e+02,1.3644692696e+00,1.6323993081e+00,4.3889825439e+02,2.3516029119e-01,9.2679394531e+02,2.3914879560e-01,2.9038027954e+02
465,3.3130932429e+02,3.4265735158e+02,1.3643742865e+00,1.6325151791e+00,4.3889825439e+02,2.3498250544e-01,9.2679400635e+02,2.3906812072e-01,2.9038031006e+02
466,3.3130926215e+02,3.4265741161e+02,1.3642618146e+00,1.6326518761e+00,4.3889825439e+02,2.3506589234e-01,9.2679400635e+02,2.3867405951e-01,2.9038031006e+02
467,3.3130925599e+02,3.4265742791e+02,1.3642279099e+00,1.6326932948e+00,4.3889825439e+02,2.3497812450e-01,9.2679400635e+02,2.3866997659e-01,2.9038037109e+02
468,3.3130936813e+02,3.4265733506e+02,1.3643994331e+00,1.6324844368e+00,4.3889825439e+02,2.3512668908e-01,9.2679400635e+02,2.3899057508e-01,2.9038046265e+02
469,3.3130941426e+02,3.4265731116e+02,1.3644384162e+00,1.6324372166e+00,4.3889825439e+02,2.3504632711e-01,9.2679400635e+02,2.3917950690e-01,2.9038058472e+02
470,3.3130935532e+02,3.4265735061e+02,1.3643200299e+00,1.6325813330e+00,4.3889825439e+02,2.3500874639e-01,9.2679394531e+02,2.3889186978e-01,2.9038067627e+02
471,3.3130929785e+02,3.4265741130e+02,1.3642044109e+00,1.6327220119e+00,4.3889825439e+02,2.3501212895e-01,9.2679394531e+02,2.3857063055e-01,2.9038070679e+02
472,3.3130933874e+02,3.4265737179e+02,1.3642788731e+00,1.6326313994e+00,4.3889825439e+02,2.3502247036e-01,9.2679394531e+02,2.3876473308e-01,2.9038070679e+02
473,3.3130942860e+02,3.4265728497e+02,1.3644428872e+00,1.6324316811e+00,4.3889825439e+02,2.3513755202e-01,9.2679394531e+02,2.3909893632e-01,2.9038070679e+02
474,3.3130940011e+02,3.4265731250e+02,1.3643901143e+00,1.6324961549e+00,4.3889825439e+02,2.3497229815e-01,9.2679394531e+02,2.3912176490e-01,2.9038070679e+02
475,3.3130933102e+02,3.4265740709e+02,1.3642538343e+00,1.6326618272e+00,4.3889825439e+02,2.3504287004e-01,9.2679400635e+02,2.3867520690e-01,2.9038067627e+02
476,3.3130928006e+02,3.4265744083e+02,1.3641940035e+00,1.6327346732e+00,4.3889825439e+02,2.3497526348e-01,9.2679400635e+02,2.3857955635e-01,2.9038058472e+02
477,3.3130934157e+02,3.4265733288e+02,1.3643623165e+00,1.6325295793e+00,4.3889825439e+02,2.3513817787e-01,9.2679394531e+02,2.3887678981e-01,2.9038049316e+02
478,3.3130936404e+02,3.4265729566e+02,1.3644357462e+00,1.6324403734e+00,4.3889825439e+02,2.3503176868e-01,9.2679394531e+02,2.3918713629e-01,2.9038040161e+02
479,3.3130926850e+02,3.4265730646e+02,1.3643396386e+00,1.6325572375e+00,4.3889825439e+02,2.3501406610e-01,9.2679382324e+02,2.3894073069e-01,2.9038031006e+02
480,3.3130917845e+02,3.4265738829e+02,1.3641868513e+00,1.6327431249e+00,4.3889825439e+02,2.3500250280e-01,9.2679382324e+02,2.3853255808e-01,2.9038027954e+02
481,3.3130921319e+02,3.4265735473e+02,1.3642503770e+00,1.6326657521e+00,4.3889825439e+02,2.3505598307e-01,9.2679382324e+02,2.3865276575e-01,2.9038027954e+02
482,3.3130930140e+02,3.4265726950e+02,1.3644112416e+00,1.6324699171e+00,4.3889825439e+02,2.3513466120e-01,9.2679382324e+02,2.3901516199e-01,2.9038027954e+02
483,3.3130930758e+02,3.4265726869e+02,1.3644104319e+00,1.6324711782e+00,4.3889825439e+02,2.3497994244e-01,9.2679382324e+02,2.3917028308e-01,2.9038031006e+02
484,3.3130924856e+02,3.4265739173e+02,1.3642591518e+00,1.6326551426e+00,4.3889825439e+02,2.3503984511e-01,9.2679394531e+02,2.3869320750e-01,2.9038031006e+02
485,3.3130920206e+02,3.4265743667e+02,1.3641742276e+00,1.6327585449e+00,4.3889825439e+02,2.3499041796e-01,9.2679394531e+02,2.3851010203e-01,2.9038031006e+02
486,3.3130928974e+02,3.4265735712e+02,1.3643236260e+00,1.6325765369e+00,4.3889825439e+02,2.3515783250e-01,9.2679394531e+02,2.3875057697e-01,2.9038034058e+02
487,3.3130936250e+02,3.4265730232e+02,1.3644217832e+00,1.6324573984e+00,4.3889825439e+02,2.3501832783e-01,9.2679394531e+02,2.3916234076e-01,2.9038043213e+02
488,3.3130934745e+02,3.4265733237e+02,1.3643611989e+00,1.6325311494e+00,4.3889825439e+02,2.3501744866e-01,9.2679394531e+02,2.3899640143e-01,2.9038052368e+02
489,3.3130924611e+02,3.4265738493e+02,1.3641767561e+00,1.6327556292e+00,4.3889825439e+02,2.3499296606e-01,9.2679382324e+02,2.3851421475e-01,2.9038064575e+02
490,3.3130928457e+02,3.4265735812e+02,1.3642250504e+00,1.6326967698e+00,4.3889825439e+02,2.3508320749e-01,9.2679382324e+02,2.3855520785e-01,2.9038070679e+02
491,3.3130936101e+02,3.4265728425e+02,1.3643643401e+00,1.6325272378e+00,4.3889825439e+02,2.3512215912e-01,9.2679382324e+02,2.3889848590e-01,2.9038070679e+02
492,3.3130939269e+02,3.4265725365e+02,1.3644209808e+00,1.6324585776e+00,4.3889825439e+02,2.3497620225e-01,9.2679382324e+02,2.3920281231e-01,2.9038070679e+02
493,3.3130930195e+02,3.4265733615e+02,1.3642675005e+00,1.6326451803e+00,4.3889825439e+02,2.3503096402e-01,9.2679382324e+02,2.3872490227e-01,2.9038067627e+02
494,3.3130923708e+02,3.4265739366e+02,1.3641603557e+00,1.6327755731e+00,4.3889825439e+02,2.3500104249e-01,9.2679382324e+02,2.3846098781e-01,2.9038064575e+02
495,3.3130929092e+02,3.4265733131e+02,1.3642814793e+00,1.6326279142e+00,4.3889825439e+02,2.3516997695e-01,9.2679382324e+02,2.3862226307e-01,2.9038058472e+02
496,3.3130933335e+02,3.4265727481e+02,1.3643909125e+00,1.6324949882e+00,4.3889825439e+02,2.3500150442e-01,9.2679382324e+02,2.3909445107e-01,2.9038049316e+02
497,3.3130930980e+02,3.4265728205e+02,1.3643814643e+00,1.6325064037e+00,4.3889825439e+02,2.3501689732e-01,9.2679382324e+02,2.3905286193e-01,2.9038040161e+02
498,3.3130917721e+02,3.4265739466e+02,1.3641734099e+00,1.6327595198e+00,4.3889825439e+02,2.3498687148e-01,9.2679382324e+02,2.3851148784e-01,2.9038031006e+02
499,3.3130918751e+02,3.4265737953e+02,1.3642039171e+00,1.6327222099e+00,4.3889825439e+02,2.3510687053e-01,9.2679382324e+02,2.3847351968e-01,2.9038027954e+02
500,3.3130924371e+02,3.4265732524e+02,1.3643062074e+00,1.6325977440e+00,4.3889825439e+02,2.3510880768e-01,9.2679382324e+02,2.3875255883e-01,2.9038027954e+02
