step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
237,1.1742804945e-01,9.5334137729e-03,-9.3171959864e-01,3.6355710310e-02,2.9357012377e-09,2.3833531751e-10,2.4698921045e-01,2.2443227562e-03,1.2524621189e-01,1.0400654376e-01,1.2303139269e-01,3.1311553350e-09,2.6001636400e-09,3.0757847380e-09,2.4995684624e-01,2.4453054368e-01,2.4648024142e-01
238,1.1018831780e-01,8.9579923897e-03,-9.5936022995e-01,3.6409807528e-02,2.7547079432e-09,2.2394979356e-10,2.4698951344e-01,2.2443293241e-03,1.1750648171e-01,9.7573690116e-02,1.1548478156e-01,2.9376621136e-09,2.4393422837e-09,2.8871194324e-09,2.4995715916e-01,2.4453084171e-01,2.4648053944e-01
239,1.0329122593e-01,8.3515550044e-03,-9.8741575530e-01,3.6205214477e-02,2.5822807596e-09,2.0878885362e-10,2.4698981146e-01,2.2443619728e-03,1.1010954529e-01,9.1530084610e-02,1.0823404789e-01,2.7527387036e-09,2.2882522543e-09,2.7058513208e-09,2.4995748699e-01,2.4453108013e-01,2.4648086727e-01
240,9.7020265957e-02,7.9277169653e-03,-1.0146490527e+00,3.6603218003e-02,2.4255066104e-09,1.9819285289e-10,2.4699009955e-01,2.2443488372e-03,1.0348274559e-01,8.5854902864e-02,1.0172314942e-01,2.5870685594e-09,2.1463726352e-09,2.5430786366e-09,2.4995775521e-01,2.4453137815e-01,2.4648116529e-01
241,9.0971755485e-02,7.4254262498e-03,-1.0426015781e+00,3.6562015367e-02,2.2742938643e-09,1.8563560030e-10,2.4699038267e-01,2.2443531523e-03,9.7026690841e-02,8.0514028668e-02,9.5374546945e-02,2.4256672226e-09,2.0128507749e-09,2.3843635955e-09,2.4995803833e-01,2.4453164637e-01,2.4648146331e-01
242,8.5387311876e-02,7.0376705550e-03,-1.0701445735e+00,3.6921948570e-02,2.1346828009e-09,1.7594177522e-10,2.4699065089e-01,2.2443694769e-03,9.1213881969e-02,7.5486071408e-02,8.9461982250e-02,2.2803470223e-09,1.8871517682e-09,2.2365496122e-09,2.4995832145e-01,2.4453188479e-01,2.4648174644e-01
243,8.0122150481e-02,6.6526721106e-03,-1.0978095334e+00,3.7218993342e-02,2.0030537229e-09,1.6631679764e-10,2.4699091415e-01,2.2443826125e-03,8.5507534444e-02,7.0748493075e-02,8.4110423923e-02,2.1376882486e-09,1.7687122877e-09,2.1027606323e-09,2.4995860457e-01,2.4453213811e-01,2.4648199975e-01
244,7.5153864920e-02,6.1831617661e-03,-1.1255815684e+00,3.6864175071e-02,1.8788465968e-09,1.5457893960e-10,2.4699116250e-01,2.2443966847e-03,8.0187365413e-02,6.6444769502e-02,7.8829459846e-02,2.0046839744e-09,1.6611193532e-09,1.9707364629e-09,2.4995885789e-01,2.4453234673e-01,2.4648228288e-01
245,7.0417759319e-02,5.8591088283e-03,-1.1538863909e+00,3.7295520589e-02,1.7604440128e-09,1.4647773661e-10,2.4699141085e-01,2.2443781076e-03,7.5193189085e-02,6.2165729702e-02,7.3894359171e-02,1.8798298473e-09,1.5541432585e-09,1.8473589325e-09,2.4995908141e-01,2.4453261495e-01,2.4648253620e-01
246,6.6191541652e-02,5.6036335464e-03,-1.1808220315e+00,3.7958470454e-02,1.6547885654e-09,1.4009089846e-10,2.4699163437e-01,2.2443901169e-03,7.0838987827e-02,5.8308862150e-02,6.9426774979e-02,1.7709748112e-09,1.4577214991e-09,1.7356693860e-09,2.4995931983e-01,2.4453282356e-01,2.4648275971e-01
247,6.2016131977e-02,5.2469198383e-03,-1.2091186561e+00,3.7948918904e-02,1.5504033242e-09,1.3117299725e-10,2.4699187279e-01,2.2444021263e-03,6.6270396113e-02,5.4623909295e-02,6.5154090524e-02,1.6567598404e-09,1.3655977460e-09,1.6288523863e-09,2.4995957315e-01,2.4453304708e-01,2.4648299813e-01
248,5.8231126517e-02,4.8437133999e-03,-1.2364123754e+00,3.7282684852e-02,1.4557781647e-09,1.2109284108e-10,2.4699208140e-01,2.2444184511e-03,6.2189694494e-02,5.1410391927e-02,6.1093293130e-02,1.5547423349e-09,1.2852597875e-09,1.5273323717e-09,2.4995979667e-01,2.4453322589e-01,2.4648322165e-01
249,5.4656068484e-02,4.6485593755e-03,-1.2640021881e+00,3.8150584890e-02,1.3664016955e-09,1.1621400754e-10,2.4699230492e-01,2.2444227666e-03,5.8457899839e-02,4.8110455275e-02,5.7399850339e-02,1.4614475186e-09,1.2027613350e-09,1.4349962330e-09,2.4996002018e-01,2.4453343451e-01,2.4648346007e-01
250,5.1325748364e-02,4.3983667143e-03,-1.2913314829e+00,3.8460835228e-02,1.2831437024e-09,1.0995915047e-10,2.4699248870e-01,2.2444293344e-03,5.4857835174e-02,4.5125551522e-02,5.3993858397e-02,1.3714458458e-09,1.1281388046e-09,1.3498464568e-09,2.4996021390e-01,2.4453361332e-01,2.4648363888e-01
251,4.8066730301e-02,4.1338142883e-03,-1.3198340900e+00,3.8597631536e-02,1.2016682464e-09,1.0334533409e-10,2.4699271222e-01,2.2444336499e-03,5.1419779658e-02,4.2242866009e-02,5.0537545234e-02,1.2854944886e-09,1.0560716746e-09,1.2634385760e-09,2.4996043742e-01,2.4453382194e-01,2.4648387730e-01
252,4.5155828198e-02,3.9407561907e-03,-1.3470149871e+00,3.9171042768e-02,1.1288957176e-09,9.8518860317e-11,2.4699291090e-01,2.2444445333e-03,4.8431631178e-02,3.9613291621e-02,4.7422561795e-02,1.2107908010e-09,9.9033237166e-10,1.1855639803e-09,2.4996064603e-01,2.4453400075e-01,2.4648408592e-01
253,4.2359802872e-02,3.6769357636e-03,-1.3747569189e+00,3.8969975158e-02,1.0589950583e-09,9.1923424634e-11,2.4699309468e-01,2.2444554166e-03,4.5344106853e-02,3.7179801613e-02,4.4555500150e-02,1.1336026562e-09,9.2949498098e-10,1.1138875378e-09,2.4996083975e-01,2.4453416467e-01,2.4648427963e-01
254,3.9704903960e-02,3.4850243931e-03,-1.4029058804e+00,3.9417466435e-02,9.9262259523e-10,8.7125596945e-11,2.4699327350e-01,2.2444511010e-03,4.2553387582e-02,3.4797459841e-02,4.1763864458e-02,1.0638346870e-09,8.6993651172e-10,1.0440965870e-09,2.4996101856e-01,2.4453435838e-01,2.4648444355e-01
255,3.7225895872e-02,3.2685636178e-03,-1.4309067782e+00,3.9442615438e-02,9.3064737398e-10,8.1714090939e-11,2.4699345728e-01,2.2444739937e-03,3.9850741625e-02,3.2618340105e-02,3.9208605886e-02,9.9626851213e-10,8.1545847852e-10,9.8021513129e-10,2.4996122718e-01,2.4453450739e-01,2.4648463726e-01
256,3.4982363383e-02,3.1137810687e-03,-1.4579521050e+00,3.9998336715e-02,8.7455907331e-10,7.7844532465e-11,2.4699362119e-01,2.2444629221e-03,3.7511151284e-02,3.0595891178e-02,3.6840047687e-02,9.3777874355e-10,7.6489725664e-10,9.2100121973e-10,2.4996136129e-01,2.4453465641e-01,2.4648484588e-01
257,3.2840249439e-02,2.9299888127e-03,-1.4854041392e+00,4.0106273730e-02,8.2100622597e-10,7.3249722254e-11,2.4699378510e-01,2.2444826252e-03,3.5180084407e-02,2.8708722442e-02,3.4631941468e-02,8.7950213778e-10,7.1771805166e-10,8.6579848846e-10,2.4996155500e-01,2.4453480542e-01,2.4648499489e-01
258,3.0809131141e-02,2.7427888082e-03,-1.5131225000e+00,4.0006541966e-02,7.7022828856e-10,6.8569742191e-11,2.4699394405e-01,2.2444803733e-03,3.3032760024e-02,2.6944873855e-02,3.2449759543e-02,8.2581902427e-10,6.7362182499e-10,8.1124401641e-10,2.4996170402e-01,2.4453495443e-01,2.4648517370e-01
259,2.8885939469e-02,2.5505383845e-03,-1.5410859041e+00,3.9676130139e-02,7.2214850766e-10,6.3763471051e-11,2.4699410796e-01,2.2445010146e-03,3.0921515077e-02,2.5289354846e-02,3.0446948484e-02,7.7303791146e-10,6.3223387636e-10,7.6117373515e-10,2.4996188283e-01,2.4453507364e-01,2.4648536742e-01
260,2.7071587741e-02,2.4420253182e-03,-1.5693365184e+00,4.0540055665e-02,6.7678969836e-10,6.1050620094e-11,2.4699425697e-01,2.2444890051e-03,2.9099505395e-02,2.3636700585e-02,2.8478557244e-02,7.2748762570e-10,5.9091753712e-10,7.1196393225e-10,2.4996201694e-01,2.4453523755e-01,2.4648551643e-01
261,2.5418795024e-02,2.2743286767e-03,-1.5966657066e+00,4.0216318996e-02,6.3546988042e-10,5.6858204574e-11,2.4699441095e-01,2.2444955728e-03,2.7262017131e-02,2.2214476019e-02,2.6779891923e-02,6.8155042721e-10,5.5536192312e-10,6.6949729094e-10,2.4996218085e-01,2.4453538656e-01,2.4648566544e-01
262,2.3932830741e-02,2.1808824667e-03,-1.6228968794e+00,4.0997926292e-02,5.9832076330e-10,5.4522051376e-11,2.4699453016e-01,2.2444955728e-03,2.5670643896e-02,2.0857257769e-02,2.5270590559e-02,6.4176608472e-10,5.2143145357e-10,6.3176475162e-10,2.4996230006e-01,2.4453550577e-01,2.4648578465e-01
263,2.2409468889e-02,2.0141820335e-03,-1.6514059679e+00,4.0403649696e-02,5.6023672738e-10,5.0354562563e-11,2.4699466427e-01,2.2445239077e-03,2.4047870189e-02,1.9572317600e-02,2.3608218879e-02,6.0119675904e-10,4.8930792751e-10,5.9020549559e-10,2.4996246397e-01,2.4453559518e-01,2.4648593366e-01
264,2.1000692621e-02,1.8728134439e-03,-1.6795761225e+00,4.0101120488e-02,5.2501731666e-10,4.6820331930e-11,2.4699478348e-01,2.2445085209e-03,2.2453479469e-02,1.8356435001e-02,2.2192163393e-02,5.6133697690e-10,4.5891088152e-10,5.5480409156e-10,2.4996255338e-01,2.4453571439e-01,2.4648608267e-01
265,1.9719079758e-02,1.8383661834e-03,-1.7070950247e+00,4.1982154310e-02,4.9297699256e-10,4.5959147943e-11,2.4699492753e-01,2.2445173401e-03,2.1184230223e-02,1.7126562074e-02,2.0846446976e-02,5.2960574815e-10,4.2816405976e-10,5.2116116978e-10,2.4996271729e-01,2.4453586340e-01,2.4648620188e-01
266,1.8556493024e-02,1.7040853915e-03,-1.7334245069e+00,4.1316099874e-02,4.6391232522e-10,4.2602150564e-11,2.4699503680e-01,2.2445282238e-03,1.9941492006e-02,1.6156014055e-02,1.9571973011e-02,4.9853732254e-10,4.0390032985e-10,4.8929932328e-10,2.4996283650e-01,2.4453595281e-01,2.4648632109e-01
267,1.7381170144e-02,1.6064798707e-03,-1.7618678408e+00,4.1607181844e-02,4.3452925517e-10,4.0162006496e-11,2.4699517588e-01,2.2445347914e-03,1.8660645932e-02,1.5115587041e-02,1.8367277458e-02,4.6651615904e-10,3.7788966400e-10,4.5918194247e-10,2.4996298552e-01,2.4453608692e-01,2.4648645520e-01
268,1.6282697519e-02,1.5171077518e-03,-1.7902533985e+00,4.1963918187e-02,4.0706742606e-10,3.7927691267e-11,2.4699530005e-01,2.2445499913e-03,1.7475750297e-02,1.4141861349e-02,1.7230480909e-02,4.3689374341e-10,3.5354652539e-10,4.3076200940e-10,2.4996311963e-01,2.4453617632e-01,2.4648660421e-01
269,1.5300042617e-02,1.4216159912e-03,-1.8172748687e+00,4.1827308068e-02,3.8250106786e-10,3.5540407485e-11,2.4699539940e-01,2.2445357304e-03,1.6448596492e-02,1.3296742924e-02,1.6154788435e-02,4.1121492322e-10,3.3241856490e-10,4.0386971545e-10,2.4996319413e-01,2.4453628063e-01,2.4648672342e-01
270,1.4354536620e-02,1.3368500583e-03,-1.8449869039e+00,4.1915634970e-02,3.5886342046e-10,3.3421251915e-11,2.4699551364e-01,2.2445291628e-03,1.5452835709e-02,1.2472699396e-02,1.5138074756e-02,3.8632089194e-10,3.1181748850e-10,3.7845188094e-10,2.4996329844e-01,2.4453639984e-01,2.4648684263e-01
271,1.3426915432e-02,1.2381396286e-03,-1.8739610430e+00,4.1502006525e-02,3.3567288763e-10,3.0953487717e-11,2.4699562788e-01,2.2445346047e-03,1.4421755448e-02,1.1681615375e-02,1.4177375473e-02,3.6054390029e-10,2.9204039187e-10,3.5443437074e-10,2.4996341765e-01,2.4453650415e-01,2.4648696184e-01
272,1.2604009981e-02,1.1889487978e-03,-1.9015217305e+00,4.2503968733e-02,3.1510024219e-10,2.9723727475e-11,2.4699573219e-01,2.2445620008e-03,1.3544235379e-02,1.0926676914e-02,1.3341117650e-02,3.3860589332e-10,2.7316690576e-10,3.3352792750e-10,2.4996356666e-01,2.4453659356e-01,2.4648703635e-01
273,1.1833772684e-02,1.1534701608e-03,-1.9290476159e+00,4.3962408820e-02,2.9584432126e-10,2.8836756295e-11,2.4699582160e-01,2.2445499913e-03,1.2769891880e-02,1.0208777152e-02,1.2522649020e-02,3.1924729527e-10,2.5521942892e-10,3.1306623960e-10,2.4996364117e-01,2.4453669786e-01,2.4648712575e-01
274,1.1105984449e-02,1.0322861820e-03,-1.9564123340e+00,4.1849818099e-02,2.7764960701e-10,2.5807157056e-11,2.4699590107e-01,2.2445574981e-03,1.1930814013e-02,9.6504185349e-03,1.1736720800e-02,2.9827035286e-10,2.4126045606e-10,2.9341801211e-10,2.4996371567e-01,2.4453674257e-01,2.4648724496e-01
275,1.0426258358e-02,1.0015297089e-03,-1.9839794122e+00,4.3318329845e-02,2.6065645938e-10,2.5038235588e-11,2.4699599048e-01,2.2445772009e-03,1.1213806458e-02,9.0129654855e-03,1.1052003130e-02,2.8034516375e-10,2.2532414823e-10,2.7630006616e-10,2.4996383488e-01,2.4453681707e-01,2.4648731947e-01
276,9.7852917388e-03,9.3342290078e-04,-2.0115043120e+00,4.3008095030e-02,2.4463229128e-10,2.3335583542e-11,2.4699609478e-01,2.2445695077e-03,1.0514137335e-02,8.4677133709e-03,1.0374024510e-02,2.6285343346e-10,2.1169281605e-10,2.5935062431e-10,2.4996392429e-01,2.4453692138e-01,2.4648743868e-01
277,9.1613723586e-03,8.7399086634e-04,-2.0401181587e+00,4.3015331424e-02,2.2903431004e-10,2.1849771652e-11,2.4699616432e-01,2.2445749496e-03,9.8396446556e-03,7.9273898154e-03,9.7170826048e-03,2.4599111637e-10,1.9818474639e-10,2.4292706735e-10,2.4996399879e-01,2.4453698099e-01,2.4648751318e-01
278,8.6007223775e-03,8.1068057069e-04,-2.0674913741e+00,4.2455476524e-02,2.1501805891e-10,2.0267013871e-11,2.4699625870e-01,2.2445618145e-03,9.2560658231e-03,7.4583739042e-03,9.0877274051e-03,2.3140164784e-10,1.8645934796e-10,2.2719318094e-10,2.4996407330e-01,2.4453708529e-01,2.4648761749e-01
279,8.0686489431e-03,7.6771710014e-04,-2.0952659514e+00,4.2887022171e-02,2.0171622706e-10,1.9192927980e-11,2.4699634810e-01,2.2445892104e-03,8.6762970313e-03,6.9856219925e-03,8.5440278053e-03,2.1690742258e-10,1.7464055202e-10,2.1360070657e-10,2.4996420741e-01,2.4453715980e-01,2.4648767710e-01
280,7.5851023818e-03,7.5637193243e-04,-2.1223103339e+00,4.4972051035e-02,1.8962755903e-10,1.8909298455e-11,2.4699642261e-01,2.2445661309e-03,8.2285115495e-03,6.5233530477e-03,8.0034425482e-03,2.0571278014e-10,1.6308382422e-10,2.0008607271e-10,2.4996423721e-01,2.4453723431e-01,2.4648779631e-01
281,7.1186476077e-03,7.0531098298e-04,-2.1498470427e+00,4.4709753008e-02,1.7796618346e-10,1.7632773349e-11,2.4699649711e-01,2.2445695077e-03,7.6970043592e-03,6.1256773770e-03,7.5332610868e-03,1.9242510363e-10,1.5314192969e-10,1.8833151705e-10,2.4996432662e-01,2.4453732371e-01,2.4648784101e-01
282,6.6922605038e-03,6.5395517750e-04,-2.1766068354e+00,4.4041835863e-02,1.6730651586e-10,1.6348879312e-11,2.4699655672e-01,2.2445858336e-03,7.2438605130e-03,5.7735848241e-03,7.0593361743e-03,1.8109651279e-10,1.4433962359e-10,1.7648341122e-10,2.4996440113e-01,2.4453735352e-01,2.4648791552e-01
283,6.2640037698e-03,6.0612668623e-04,-2.2052881380e+00,4.3654243772e-02,1.5660009863e-10,1.5153170703e-11,2.4699664116e-01,2.2445792660e-03,6.7366911098e-03,5.4083787836e-03,6.6469414160e-03,1.6841728012e-10,1.3520946862e-10,1.6617354714e-10,2.4996447563e-01,2.4453744292e-01,2.4648800492e-01
284,5.8789664569e-03,5.9143542267e-04,-2.2330153112e+00,4.5429180472e-02,1.4697415969e-10,1.4785883513e-11,2.4699672063e-01,2.2445858336e-03,6.3628368080e-03,5.0461879000e-03,6.2278746627e-03,1.5907090922e-10,1.2615469780e-10,1.5569687206e-10,2.4996456504e-01,2.4453751743e-01,2.4648807943e-01
285,5.5241566151e-03,5.5859199687e-04,-2.2600760945e+00,4.5690266183e-02,1.3810391257e-10,1.3964796574e-11,2.4699677527e-01,2.2445912755e-03,5.9714163654e-03,4.7366060317e-03,5.8644474484e-03,1.4928540348e-10,1.1841515268e-10,1.4661118153e-10,2.4996462464e-01,2.4453756213e-01,2.4648813903e-01
286,5.1790081585e-03,5.0791867941e-04,-2.2879529496e+00,4.4261126578e-02,1.2947520371e-10,1.2697964529e-11,2.4699683984e-01,2.2446021595e-03,5.5816709064e-03,4.4625368901e-03,5.4928166792e-03,1.3954176703e-10,1.1156342516e-10,1.3732041892e-10,2.4996469915e-01,2.4453760684e-01,2.4648821354e-01
287,4.8778052442e-03,4.6924077138e-04,-2.3138897633e+00,4.3383968382e-02,1.2194512992e-10,1.1731017820e-11,2.4699690441e-01,2.2445967175e-03,5.2471435629e-03,4.2156716809e-03,5.1706004888e-03,1.3117858189e-10,1.0539179252e-10,1.2926501536e-10,2.4996475875e-01,2.4453768134e-01,2.4648827314e-01
288,4.5799592820e-03,4.4729588332e-04,-2.3413168140e+00,4.4034874993e-02,1.1449898205e-10,1.1182399481e-11,2.4699696898e-01,2.2445999085e-03,4.9503738992e-03,3.9506740868e-03,4.8388298601e-03,1.2375934999e-10,9.8766848866e-11,1.2097074731e-10,2.4996481836e-01,2.4453772604e-01,2.4648836255e-01
289,4.2917761020e-03,4.3192799274e-04,-2.3696820480e+00,4.5461406529e-02,1.0729440253e-10,1.0798197237e-11,2.4699702362e-01,2.2446010340e-03,4.6392916702e-03,3.6829696037e-03,4.5530670322e-03,1.1598229321e-10,9.2074244062e-11,1.1382667031e-10,2.4996487796e-01,2.4453778565e-01,2.4648840725e-01
290,4.0272471961e-03,4.0705294239e-04,-2.3973286014e+00,4.5625156839e-02,1.0068117867e-10,1.0176321135e-11,2.4699706833e-01,2.2446096672e-03,4.3692556210e-03,3.4552307334e-03,4.2572552338e-03,1.0923138782e-10,8.6380770592e-11,1.0643137760e-10,2.4996492267e-01,2.4453780055e-01,2.4648848176e-01
291,3.7835222514e-03,3.9910749000e-04,-2.4246614200e+00,4.7786599605e-02,9.4588054981e-11,9.9776851698e-12,2.4699714283e-01,2.2446010340e-03,4.0879789740e-03,3.2196997199e-03,4.0428880602e-03,1.0219947111e-10,8.0492494614e-11,1.0107219922e-10,2.4996499717e-01,2.4453790486e-01,2.4648852646e-01
292,3.5534171232e-03,3.5546641357e-04,-2.4516429100e+00,4.5156329005e-02,8.8835429753e-11,8.8866602277e-12,2.4699720244e-01,2.2446164202e-03,3.8460427895e-03,3.0531096272e-03,3.7610989530e-03,9.6151073214e-11,7.6327742737e-11,9.4027473307e-11,2.4996508658e-01,2.4453796446e-01,2.4648855627e-01
293,3.3283461817e-03,3.5423812685e-04,-2.4803773849e+00,4.8243677306e-02,8.3208655244e-11,8.8559519179e-12,2.4699724217e-01,2.2446141691e-03,3.5927256104e-03,2.8276396915e-03,3.5646732431e-03,8.9818139037e-11,7.0690994725e-11,8.9116831969e-11,2.4996511638e-01,2.4453799427e-01,2.4648861587e-01
294,3.1196953884e-03,3.1600907285e-04,-2.5082374338e+00,4.5760897663e-02,7.7992385698e-11,7.9002235710e-12,2.4699729681e-01,2.2446162347e-03,3.3768105786e-03,2.6745758951e-03,3.3076996915e-03,8.4420262447e-11,6.6864402903e-11,8.2692491743e-11,2.4996516109e-01,2.4453802407e-01,2.4648870528e-01
295,2.9151143972e-03,2.9428644539e-04,-2.5376788504e+00,4.5616114419e-02,7.2877858840e-11,7.3571630114e-12,2.4699735145e-01,2.2446250531e-03,3.1493392307e-03,2.5000744499e-03,3.0959295109e-03,7.8733485009e-11,6.2501857856e-11,7.7398233655e-11,2.4996523559e-01,2.4453808367e-01,2.4648873508e-01
296,2.7506561019e-03,2.8464360777e-04,-2.5630165762e+00,4.6758736170e-02,6.8766399982e-11,7.1160902737e-12,2.4699739118e-01,2.2445987830e-03,2.9902383685e-03,2.3507163860e-03,2.9110135511e-03,7.4755958368e-11,5.8767907207e-11,7.2775334370e-11,2.4996523559e-01,2.4453814328e-01,2.4648879468e-01
297,2.5896704756e-03,2.6421511405e-04,-2.5891401145e+00,4.6104663847e-02,6.4741765190e-11,6.6053776467e-12,2.4699743092e-01,2.2446162347e-03,2.8050518595e-03,2.2175509948e-03,2.7464085724e-03,7.0126300600e-11,5.5438778568e-11,6.8660216401e-11,2.4996529520e-01,2.4453815818e-01,2.4648883939e-01
298,2.4151092706e-03,2.4626383510e-04,-2.6194460606e+00,4.6091833698e-02,6.0377731749e-11,6.1565962989e-12,2.4699748556e-01,2.2446216767e-03,2.6122545823e-03,2.0679021254e-03,2.5651711039e-03,6.5306364483e-11,5.1697552489e-11,6.4129278277e-11,2.4996535480e-01,2.4453820288e-01,2.4648889899e-01
299,2.2777359312e-03,2.3979889677e-04,-2.6450372123e+00,4.7595276552e-02,5.6943397914e-11,5.9949731313e-12,2.4699752529e-01,2.2446271188e-03,2.4816233199e-03,1.9411058165e-03,2.4104786571e-03,6.2040581006e-11,4.8527643709e-11,6.0261969026e-11,2.4996539950e-01,2.4453823268e-01,2.4648894370e-01
300,2.1325546938e-03,2.1466914245e-04,-2.6734222520e+00,4.5504527378e-02,5.3313868366e-11,5.3667294956e-12,2.4699756006e-01,2.2446413793e-03,2.2955269087e-03,1.8292481545e-03,2.2728890181e-03,5.7388174074e-11,4.5731203546e-11,5.6822227479e-11,2.4996545911e-01,2.4453826249e-01,2.4648895860e-01
301,1.9983576300e-03,2.0943405486e-04,-2.7018515355e+00,4.7477732308e-02,4.9958939763e-11,5.2358511228e-12,2.4699759980e-01,2.2446228022e-03,2.1439103875e-03,1.7021875829e-03,2.1489749197e-03,5.3597758176e-11,4.2554688939e-11,5.3724372173e-11,2.4996547401e-01,2.4453832209e-01,2.4648900330e-01
302,1.8815939547e-03,2.0297632357e-04,-2.7281514243e+00,4.8901948351e-02,4.7039848868e-11,5.0744071337e-12,2.4699765444e-01,2.2446282442e-03,2.0417987835e-03,1.5952152899e-03,2.0077677909e-03,5.1044970334e-11,3.9880383718e-11,5.0194192552e-11,2.4996553361e-01,2.4453836679e-01,2.4648906291e-01
303,1.7673070543e-03,1.8856085636e-04,-2.7553060161e+00,4.8352827470e-02,4.4182676036e-11,4.7140211488e-12,2.4699766934e-01,2.2446162347e-03,1.9133388996e-03,1.5010585776e-03,1.8875236856e-03,4.7833473293e-11,3.7526464575e-11,4.7188090241e-11,2.4996553361e-01,2.4453839660e-01,2.4648907781e-01
304,1.6584564388e-03,1.7081965154e-04,-2.7827317785e+00,4.6622037261e-02,4.1461410694e-11,4.2704899643e-12,2.4699770411e-01,2.2446314355e-03,1.7768936232e-03,1.4168961206e-03,1.7815795727e-03,4.4422340806e-11,3.5422404593e-11,4.4539486682e-11,2.4996557832e-01,2.4453839660e-01,2.4648913741e-01
305,1.5550375295e-03,1.6857112328e-04,-2.8109635055e+00,4.9151529248e-02,3.8875938348e-11,4.2142783356e-12,2.4699775875e-01,2.2446248680e-03,1.6884147190e-03,1.3172284234e-03,1.6594694462e-03,4.2210367146e-11,3.2930710242e-11,4.1486737656e-11,2.4996562302e-01,2.4453845620e-01,2.4648919702e-01
306,1.4564434144e-03,1.5765086087e-04,-2.8394037356e+00,4.9091498901e-02,3.6411085952e-11,3.9412713888e-12,2.4699778358e-01,2.2446216767e-03,1.5781687107e-03,1.2338157976e-03,1.5573457349e-03,3.9454217671e-11,3.0845395682e-11,3.8933644503e-11,2.4996565282e-01,2.4453850091e-01,2.4648919702e-01
307,1.3709273189e-03,1.4877064131e-04,-2.8656974735e+00,4.9227361868e-02,3.4273183828e-11,3.7192652178e-12,2.4699781835e-01,2.2446368776e-03,1.4846561244e-03,1.1607711203e-03,1.4673547121e-03,3.7116403701e-11,2.9019280035e-11,3.6683867749e-11,2.4996569753e-01,2.4453850091e-01,2.4648925662e-01
308,1.2787302257e-03,1.2989256018e-04,-2.8955872275e+00,4.5936642170e-02,3.1968256167e-11,3.2473134628e-12,2.4699786305e-01,2.2446445705e-03,1.3776146807e-03,1.0952189332e-03,1.3633570634e-03,3.4440367225e-11,2.7380474624e-11,3.4083926653e-11,2.4996575713e-01,2.4453854561e-01,2.4648928642e-01
309,1.1935060611e-03,1.2593445232e-04,-2.9257349046e+00,4.7805049676e-02,2.9837650869e-11,3.1483607163e-12,2.4699788292e-01,2.2446468213e-03,1.2886745390e-03,1.0155513883e-03,1.2762922561e-03,3.2216861123e-11,2.5388784824e-11,3.1907306658e-11,2.4996578693e-01,2.4453857541e-01,2.4648928642e-01
310,1.1276354974e-03,1.2610002939e-04,-2.9507176810e+00,5.0813954015e-02,2.8190887703e-11,3.1525012825e-12,2.4699792763e-01,2.2446391284e-03,1.2113088742e-03,9.4941369025e-04,1.2221839279e-03,3.0282720775e-11,2.3735341817e-11,3.0554600516e-11,2.4996581674e-01,2.4453862011e-01,2.4648934603e-01
311,1.0523823827e-03,1.1379127743e-04,-2.9805170179e+00,4.9025815135e-02,2.6309559855e-11,2.8447819101e-12,2.4699794253e-01,2.2446511380e-03,1.1417202186e-03,8.9179648785e-04,1.1236304417e-03,2.8543004765e-11,2.2294912444e-11,2.8090762355e-11,2.4996584654e-01,2.4453862011e-01,2.4648936093e-01
312,9.8852025500e-04,1.0556750274e-04,-3.0076297791e+00,4.8295717754e-02,2.4713007104e-11,2.6391882408e-12,2.4699796736e-01,2.2446411944e-03,1.0792784160e-03,8.4048171993e-04,1.0458006291e-03,2.6981961804e-11,2.1012042800e-11,2.6145016707e-11,2.4996584654e-01,2.4453863502e-01,2.4648942053e-01
313,9.3824717139e-04,1.0257618351e-04,-3.0304329576e+00,4.9564497435e-02,2.3456179129e-11,2.5644040455e-12,2.4699798226e-01,2.2446445705e-03,1.0218942771e-03,7.9378258670e-04,9.9906465039e-04,2.5547355897e-11,1.9844565227e-11,2.4976616261e-11,2.4996587634e-01,2.4453866482e-01,2.4648940563e-01
314,8.7760610040e-04,8.9690522818e-05,-3.0590941158e+00,4.6197601572e-02,2.1940152241e-11,2.2422635253e-12,2.4699802200e-01,2.2446543293e-03,9.4972853549e-04,7.5118255336e-04,9.3190721236e-04,2.3743213992e-11,1.8779562974e-11,2.3297679758e-11,2.4996592104e-01,2.4453867972e-01,2.4648946524e-01
315,8.2043756265e-04,8.8453385986e-05,-3.0886288347e+00,4.8875402271e-02,2.0510939012e-11,2.2113344407e-12,2.4699803193e-01,2.2446477618e-03,8.8995083934e-04,6.9561466807e-04,8.7574718054e-04,2.2248770534e-11,1.7390366924e-11,2.1893679578e-11,2.4996592104e-01,2.4453869462e-01,2.4648948014e-01
316,7.7127933037e-04,8.5700992094e-05,-3.1156356613e+00,5.0458814242e-02,1.9281983417e-11,2.1425257362e-12,2.4699806670e-01,2.2446500126e-03,8.3759729750e-04,6.5026571974e-04,8.2597497385e-04,2.0939933815e-11,1.6256641866e-11,2.0649374571e-11,2.4996596575e-01,2.4453873932e-01,2.4648949504e-01
